,text,target
784,dont think turns like randomlly within min opening,ham
785,supposed make still town though,ham
786,time fixes spelling sometimes gets completely diff word go figure,ham
787,ever thought living good life perfect partner txt back name age join mobile community p sms,spam
788,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly per pole unsub,spam
789,gud mrng dear hav nice day,ham
790,hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola,ham
791,e best ur driving tmr,ham
792,u dogbreath sounding like jan c al,ham
793,omg want scream weighed lost weight woohoo,ham
794,generally one uncountable noun u dictionary pieces research,ham
795,really getting hanging around,ham
796,orange customer may claim free camera phone upgrade loyalty call offer ends thmarch c apply opt availa,spam
797,petey boy whereare friendsare thekingshead come canlove nic,ham
798,ok msg u b leave house,ham
799,gim lt gt minutes ago,ham
800,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox uz sub,spam
801,appt lt time gt fault u listen told u twice,ham
802,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates www getzed co uk pobox w wq norm p tone,spam
803,guaranteed award even cashto claim ur award call free stop getstop php rg jx,spam
804,k,ham
805,dled imp,ham
806,sure make sure knows smokin yet,ham
807,boooo always work quit,ham
808,taking half day leave bec well,ham
809,ugh wan na get bed warm,ham
810,nervous lt gt,ham
811,ring comes guys costumes gift future yowifes hint hint,ham
812,congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs www ldew com win ppmx age,spam
813,borrow ur bag ok,ham
814,u outbid simonwatson shinco dvd plyr bid visit sms ac smsrewards end bid notifications reply end,spam
815,boytoy miss happened,ham
816,lots used ones babe model help youi bring match,ham
817,also bringing galileo dobby,ham
818,responding,ham
819,boo babe u enjoyin yourjob u seemed b gettin well hunny hope ure ok take care llspeak u soonlots loveme xxxx,ham
820,good afternoon starshine boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss,ham
821,road cant txt,ham
822,smsservices yourinclusive text credits pls goto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae,spam
823,p alfie moon children need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity,spam
824,good evening ttyl,ham
825,hmm bits pieces lol sighs,ham
826,hahaha use brain dear,ham
827,hey got mail,ham
828,sorry light turned green meant another friend wanted lt gt worth may around,ham
829,thanks yesterday sir wonderful hope enjoyed burial mojibiola,ham
830,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,spam
831,hi mate rv u hav nice hol message say hello coz sent u ages started driving stay roads rvx,ham
832,dear voucher holder claim weeks offer pc please go http www e tlp co uk expressoffer ts cs apply stop texts txt stop,spam
833,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent days ago,ham
834,surely result offer,ham
835,good morning dear great amp successful day,ham
836,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,spam
837,sir late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks,ham
838,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed,spam
839,last chance claim ur worth discount vouchers text yes savamob member offers mobile cs sub remove txt x stop,spam
840,luv u soo much u understand special u r ring u morrow luv u xxx,ham
841,pls send comprehensive mail paying much,ham
842,prashanthettan mother passed away last night pray family,ham
843,urgent call landline complimentary ibiza holiday cash await collection sae cs po box sk wp ppm,spam
844,k k going,ham
845,meanwhile shit suite xavier decided give us lt gt seconds warning samantha coming playing jay guitar impress shit also think doug realizes live anymore,ham
846,stomach thru much trauma swear eat better lose weight,ham
847,office whats matter msg call break,ham
848,yeah barely enough room two us x many fucking shoes sorry man see later,ham
849,today offer claim ur worth discount vouchers text yes savamob member offers mobile cs sub unsub reply x,spam
850,u reach orchard already u wan go buy tickets first,ham
851,real baby want bring inner tigress,ham
852,da run activate full version da,ham
853,ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lots lovejen xxx,ham
854,stop story told returned saying order,ham
855,talk sexy make new friends fall love worlds discreet text dating service text vip see could meet,spam
856,going take babe,ham
857,hai ana tomarrow coming morning lt decimal gt ill sathy go rto office reply came home,ham
858,spoons okay,ham
859,say somebody named tampa,ham
860,work going min,ham
861,brother genius,ham
862,sorry guess whenever get hold connections maybe hour two text,ham
863,u find time bus coz need sort stuff,ham
864,dude ive seeing lotta corvettes lately,ham
865,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call ts cs www smsco net pm approx mins,spam
866,consider walls bunkers shit important never play peaceful guess place high enough matter,ham
867,private account statement xxxxxx shows un redeemed points call identifier code expires,spam
868,hello need posh birds chaps user trial prods champneys put need address dob asap ta r,spam
869,u want xmas free text messages new video phone half price line rental call free find,spam
870,well officially philosophical hole u wan na call home ready saved,ham
871,going good problem still need little experience understand american customer voice,ham
872,text drop x,ham
873,ugh long day exhausted want cuddle take nap,ham
874,talk atleast day otherwise miss best friend world shakespeare shesil lt gt,ham
875,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedline cost ppm mobile vary,spam
876,castor need see something,ham
877,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sp tyrone,spam
878,u secret admirer looking make contact u find r reveal thinks ur special call,spam
879,u secret admirer looking make contact u find r reveal thinks ur special call stopsms,spam
880,reminder downloaded content already paid goto http doit mymoby tv collect content,spam
881,see knew giving break times woul lead always wanting miss curfew gon na gibe til one midnight movie gon na get til need come home need getsleep anything need b studdying ear training,ham
882,love give massages use lots baby oil fave position,ham
883,dude go sup,ham
884,yoyyooo u know change permissions drive mac usb flash drive,ham
885,gibbs unsold mike hussey,ham
886,like talk pa able dont know,ham
887,dun cut short leh u dun like ah failed quite sad,ham
888,unbelievable faglord,ham
889,wife knew time murder exactly,ham
890,ask princess,ham
891,great princess thinking,ham
892,nutter cutter ctter cttergg cttargg ctargg ctagg ie,ham
893,ok noe u busy really bored msg u oso dunno wat colour choose one,ham
894,g class early tomorrow thus trying smoke lt gt,ham
895,superb thought grateful u dont everything u want means u still opportunity happier tomorrow u today,ham
896,hope good week checking,ham
897,used hope agents drop since booked things year whole boston nyc experiment,ham
898,thursday night yeah sure thing work,ham
899,free ringtone waiting collected simply text password mix verify get usher britney fml,spam
900,probably money worries things coming due several outstanding invoices work two three months ago,ham
901,possible teach,ham
902,wonder phone battery went dead tell love babe,ham
903,lovely smell bus tobacco,ham
904,getting worried derek taylor already assumed worst,ham
905,hey charles sorry late reply,ham
906,lastest stereophonics marley dizzee racal libertines strokes win nookii games flirt click themob wap bookmark text wap,spam
907,give plus said grinule greet whenever speak,ham
908,white fudge oreos stores,ham
909,january male sale hot gay chat cheaper call national rate p min cheap p min peak stop texts call p min,spam
910,love come took long leave zaher got words ym happy see sad left miss,ham
911,sorry hurt,ham
912,feel nauseous pissed eat sweets week cause today planning pig dieting week hungry,ham
913,ok lor early still project meeting,ham
914,call da waiting call,ham
915,could ask carlos could get anybody else chip,ham
916,actually send reminder today wonderful weekend,ham
917,people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl,ham
918,hey gave photo registered driving ah tmr wan na meet yck,ham
919,dont talk ever ok word,ham
920,u wana see,ham
921,way school pls send ashley number,ham
922,shall fine avalarr hollalater,ham
923,went attend another two rounds today still reach home,ham
924,actually deleted old website blogging magicalsongs blogspot com,ham
925,k wait chikku il send aftr lt gt mins,ham
926,diet ate many slices pizza yesterday ugh always diet,ham
927,k give kvb acc details,ham
928,oh come ah,ham
929,money r lucky winner claim prize text money million give away ppt x normal text rate box w jy,spam
930,really sorry b able friday hope u find alternative hope yr term going ok,ham
931,congratulations ore mo owo wa enjoy wish many happy moments fro wherever go,ham
932,samus shoulders yet,ham
933,time think need know near campus,ham
934,dear matthew please call landline complimentary lux tenerife holiday cash await collection ppm sae cs box sk xh,spam
935,dun wear jeans lor,ham
936,since side fever vomitin,ham
937,k k college,ham
938,urgent call landline complimentary tenerife holiday cash await collection sae cs box hp yf ppm,spam
939,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,ham
940,sell tons coins sell coins someone thru paypal voila money back life pockets,ham
941,theyre lots places hospitals medical places safe,ham
942,getting touch folks waiting company txt back name age opt enjoy community p sms,spam
943,also sorta blown couple times recently id rather text blue looking weed,ham
944,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,ham
945,cant wait see photos useful,ham
946,ur cash balance currently pounds maximize ur cash send go p msg cc po box tcr w,spam
947,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging,ham
948,chk ur belovd ms dict,ham
949,time want come,ham
950,awesome lem know whenever around,ham
951,shb b ok lor thanx,ham
952,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,ham
953,also remember get dobby bowl car,ham
954,filthy stories girls waiting,spam
955,sorry c ur msg yar lor poor thing one night tmr u brand new room sleep,ham
956,love decision feeling could decide love life would much simpler less magical,ham
957,welp apparently retired,ham
958,sort code acc bank natwest reply confirm sent right person,ham
960,u sure u take sick time,ham
961,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,spam
962,watching cartoon listening music amp eve go temple amp church u,ham
963,yo chad gymnastics class wan na take site says christians class full,ham
964,much buzy,ham
965,better still catch let ask sell lt gt,ham
966,sure night menu know noon menu,ham
967,u want come back beautiful necklace token heart thats give wife liking see one give dont call wait till come,ham
968,willing go aptitude class,ham
969,wont b trying sort house ok,ham
970,yar lor wan go c horse racing today mah eat earlier lor ate chicken rice u,ham
971,haha awesome omw back,ham
972,yup thk e shop closes lor,ham
973,account number,ham
974,eh u send wrongly lar,ham
975,hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya,ham
976,ok shall talk,ham
977,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,ham
978,hey pay salary de lt gt,ham
979,another month need chocolate weed alcohol,ham
980,started searching get job days great potential talent,ham
981,reckon need town eightish walk carpark,ham
982,congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl,spam
983,look fuckin time fuck think,ham
984,yo guess dropped,ham
985,carlos says mu lt gt minutes,ham
986,office call lt gt min,ham
987,geeee miss already know think fuck wait till next year together loving kiss,ham
988,yun ah ubi one say wan call tomorrow call look irene ere got bus ubi cres ubi tech park ph st wkg days n,ham
989,ugh got ta drive back sd la butt sore,ham
990,th july,ham
991,hi im relaxing time ever get every day party good night get home tomorrow ish,ham
992,wan come come lor din c stripes skirt,ham
993,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,ham
994,number,ham
995,change e one next escalator,ham
996,yetunde class run water make ok pls,ham
997,lot happened feels quiet beth aunts charlie working lots helen mo,ham
998,wait bus stop aft ur lect lar dun c go get car come back n pick,ham
999,aight thanks comin,ham
1000,heard abt tat,ham
1001,please call customer service representative freephone pm guaranteed cash prize,spam
1002,yes really great bhaji told kallis best cricketer sachin world tough get,ham
1003,lt gt think say syllabus,ham
1004,umma say anything,ham
1005,give sec think think,ham
1006,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout,spam
1007,quite know still get hold anyone cud pick bout pm see pub,ham
1008,poyyarikatur kolathupalayam unjalur post erode dis lt gt,ham
1009,dear hero leaving qatar tonite apt opportunity pls keep touch lt email gt kerala,ham
1010,lol would mom would fit tell whole family crazy terrible,ham
1011,got home babe still awake,ham
1012,dunno close oredi v fan,ham
1013,buy pizza meat lovers supreme u get pick,ham
1014,ya told asking wats matter,ham
1015,dear regret cudnt pick call drove frm ctla cochin home left mobile car ente style ishtamayoo happy bakrid,ham
1016,free st week nokia tone ur mob every week txt nokia get txting tell ur mates www getzed co uk pobox w wq norm p tone,spam
1017,shall send exe mail id,ham
1018,nope watching tv home going v bored,ham
1019,know wait check,ham
1020,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougar pen,ham
1021,guess somebody know secretly fancies wan na find give us call landline datebox essexcm xn p min,spam
1022,still tonight,ham
1023,may call later pls,ham
1024,pattern recently crap weekends,ham
1025,sore throat scratches talk,ham
1026,yes da plm ur office,ham
1027,around still asleep v,ham
1028,lol forgot eh yes bring babe,ham
1029,good find way,ham
1030,use foreign stamps country good lecture,ham
1031,yup bathe liao,ham
1032,happy new year man,ham
1033,oh mr sheffield wan na play game okay boss nanny give raise give one,ham
1034,zoe hit im fucking shitin il defo try hardest cum morow luv u millions lekdog,ham
1035,hello baby get back mom setting computer filling belly goes loverboy miss already sighs,ham
1036,blankets sufficient thx,ham
1037,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,ham
1038,edison rightly said fool ask questions wise man answer know us speechless viva gm,ham
1039,talking thats de wont,ham
1040,today going college able atten class,ham
1041,class holla later,ham
1042,easy ah sen got selected means good,ham
1043,mmm thats better got roast b better drinks good indian,ham
1044,know someone know fancies call find pobox ls hb p,spam
1045,come round,ham
1046,thing change sentence want concentrate educational career im leaving,ham
1047,flirting txt girl bloke ur name age eg girl zoe join get chatting,spam
1048,walked hour c u show care wont u believe im serious,ham
1049,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop,spam
1050,available soiree june rd,ham
1051,u noe wat time e place dat sells closes,ham
1052,got another job one hospital data analysis something starts monday sure thesis got finished,ham
1053,jay getting really impatient belligerent,ham
1054,hiya comin bristol st week april les got rudi new yrs eve snoring drunk u bak college yet work sends ink bath,ham
1055,work please call,ham
1056,u drive lor,ham
1057,ard like dat,ham
1058,tell female v throwing deciding get,ham
1059,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkent p,spam
1060,working technical support voice process networking field,ham
1061,might come kerala days prepared take leave finalise dont plan travel visit need finish urgent works,ham
1062,ok sure time tho sure get library class try see point good eve,ham
1063,new local dates area lots new people registered area reply date start www flirtparty us replys,spam
1064,fine bitch later,ham
1065,mum went dentist,ham
1066,free call sir waiting,ham
1067,meeting u work tel shall work tomorrow,ham
1068,someone u know asked dating service contact cant guess call revealed po box wu,spam
1069,jus finish bathing,ham
1070,alright make sure car back tonight,ham
1071,urgent trying contact u todays draw shows prize guaranteed call land line claim c valid hrs,spam
1072,dear u invited xchat final attempt contact u txt chat,spam
1073,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea,ham
1074,aight ill get fb couple minutes,ham
1075,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,ham
1076,download clear movies dvd copies,ham
1077,yep pretty sculpture,ham
1078,convey regards,ham
1079,watching surya movie pm vijay movie pokkiri,ham
1080,tell happen dont behave like ok need say,ham
1081,u get pic msgs phone,ham
1082,send someone else,ham
1083,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,ham
1085,fr ndship like needle clock though v r clock v r nt able met evn v meet itz seconds bt v alwys stay conected gud,ham
1086,think spatula hands,ham
1087,never nothing,ham
1088,awarded sipix digital camera call landline delivery within days cs box bp yr warranty ppm p p,spam
1089,goodmorning today late lt decimal gt min,ham
1090,win urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm,spam
1091,please da call mistake side sorry da pls da goto doctor,ham
1092,r meeting,ham
1093,well weather cali great complexities great need car move freely taxes outrageous great place sad part missing home,ham
1094,reached home tired come tomorro,ham
1095,ryder unsold gibbs,ham
1096,dear subscriber ur draw gift voucher b entered receipt correct ans elvis presleys birthday txt answer,spam
1097,fret buy ovulation test strips send wont get til like march send postal address u alright okay,ham
1098,gifts trying get throw cliff something,ham
1099,ne thing interesting good birthday u wrking nxt started uni today,ham
1100,busy come point figure tomorrow,ham
1101,yeah go bored depressed sittin waitin phone ring hope wind drops though scary,ham
1102,black shirt n blue jeans thk c,ham
1103,aiyah sorry lor watch tv watch forgot check phone,ham
1104,message important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting,spam
1105,hen night going swing,ham
1106,good afternoon love goes day woke early online waiting hmmm italian boy online see grins,ham
1107,someone smoke every time smoked last two weeks calling texting wanted smoke,ham
1108,get headache trying figure u trust math promise,ham
1109,first time dhoni rocks,ham
1110,ok ill tell company,ham
1111,awesome think get th usf time tonight,ham
1112,means still think teju,ham
1113,good movie ok leave hourish,ham
1114,kallis home ground amla home town durban,ham
1115,lets make saturday monday per convenience,ham
1116,hey time driving fri go evaluation fri,ham
1117,price claim call,spam
1118,going lunch wif family aft dat go str orchard lor,ham
1119,bored speed dating try speedchat txt speedchat like em txt swap get new chatter chat pobox w wq p msg rcd,spam
1120,cancel cheyyamo get money back,ham
1121,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,spam
1122,ok ok ok whats ur todays plan,ham
1123,good morning princess,ham
1124,aiyar sorry lor forgot tell u,ham
1125,taking part mobile survey yesterday texts use however wish get txts send txt c www txt com p,spam
1126,tonight mate catching sleep new number way,ham
1127,height oh shit situation guy throws luv letter gal falls brothers head whos gay,ham
1128,ur hmv quiz cash balance currently maximize ur cash send hmv p msg,spam
1129,check errors difficulties correction,ham
1130,howz pain hope u r fine,ham
1131,sorry call later,ham
1132,good morning princess,ham
1133,entered cabin pa said happy b day boss felt special askd lunch lunch invited apartment went,ham
1134,u wake already thanx e tau sar piah quite nice,ham
1135,k need login anything,ham
1136,dont forget place many free requests stchoice co uk wish information call,spam
1137,lol busy,ham
1138,u wearing,ham
1139,message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via fullonsms com,ham
1140,oh usual vijay film different,ham
1141,know u u know send chat let find p msg rcvd hg suite lands row w j hl ldn years,spam
1142,good day mine really busy much tomorrow night,ham
1143,way send shade stuff wonderful,ham
1144,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study,ham
1145,thank winner notified sms good luck future marketing reply stop customer services,spam
1146,babe lost,ham
1147,ok help ask working tmr,ham
1148,driving raining get caught e mrt station lor,ham
1149,drop tank,ham
1150,said text one time,ham
1151,sorry call later,ham
1152,ok go change also,ham
1153,girls many local u r virgins r ready fil ur every sexual need u fil text cute p,spam
1154,u find sitter kaitlyn sick slept day yesterday,ham
1155,sorry man accidentally left phone silent last night check til got,ham
1156,hey something came last min think wun signing tmr hee,ham
1157,adult would learn experience real danger dont like peeps using drugs dont need comment,ham
1158,hey veggie pizza,ham
1159,yun buying school got offer plus,ham
1160,sure neighbors didnt pick,ham
1161,k sent,ham
1162,free entry wkly comp win fa cup final tkts st may text fa receive entry question std txt rate c apply,spam
1163,new theory argument wins situation loses person dont argue ur friends kick amp say always correct,ham
1164,well im computerless time make oreo truffles,ham
1165,haha yeah see sec,ham
1166,number sir,ham
1167,lol hot air balloon,ham
1168,ok bus come soon come otherwise tomorrow,ham
1169,msgs r time pass silently say thinking u right also making u think least moment gd nt swt drms shesil,ham
1170,yeah probably swing roommate finishes girl,ham
1171,got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozade co uk wrc itcould u,spam
1172,happy new years melody,ham
1173,dun need pick ur gf,ham
1174,yay better told girls either,ham
1175,horrible u eat macs eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat,ham
1176,say fantastic chance anything need bigger life lift losing live think would first person die n v q,ham
1177,nw came hme da,ham
1178,outside islands head towards hard rock run,ham
1179,day class class,ham
1180,chennai velachery,ham
1181,flippin shit yet,ham
1182,k give sec breaking lt gt cstore,ham
1183,much bad avoid like,ham
1184,yo around got car back,ham
1185,annoying,ham
1186,goodmorning today late lt gt min,ham
1187,point hangin mr right makin u happy,ham
1188,come alive better correct good looking figure,ham
1189,case guess see campus lodge,ham
1190,done,ham
1191,come home one last time wont anything trust,ham
1192,night worrying appt shame missed girls night quizzes popcorn hair,ham
1193,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabe co uk pics wk,spam
1194,ok c ya,ham
1195,new voicemail please call,spam
1196,said matter mind saying matter,ham
1197,also knows lunch menu da know,ham
1198,al moan n e thin goes wrong fault al de arguments r fault fed himso bother hav go thanx xx,ham
1199,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt,ham
1200,otherwise part time job na tuition,ham
1201,know called,ham
1202,also da feel yesterday night wait til day night dear,ham
1203,thanks understanding trying tell sura,ham
1204,win year supply cds store ur choice worth enter weekly draw txt music ts cs www ldew com subs win ppmx,spam
1205,whole car appreciated last two dad map reading semi argument apart things going ok p,ham
1206,sim subscriber selected receive bonus get delivered door txt word ok claim p msg exp apr,spam
1207,need strong arms,ham
1208,also maaaan missing,ham
1209,bday real april,ham
1210,guessin gon na,ham
1211,ok come ur home half hour,ham
1212,yo game almost want go walmart soon,ham
1213,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well,ham
1214,text creepy like think forgot,ham
1215,would good phone tomo lunchtime shall organise something,ham
1216,new voicemail please call,spam
1217,damn make tonight want wait til tomorrow,ham
1218,k k also fine complete course,ham
1219,true passable get high score apply phd get years salary makes life easier,ham
1220,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends p tone reply hl info,spam
1221,prakesh know,ham
1222,teach apps da come college,ham
1223,rofl betta invest anti aging products,ham
1224,winner u specially selected receive cash holiday flights inc speak live operator claim,spam
1225,sir receive account another hr time sorry delay,ham
1226,reply name address receive post weeks completely free accommodation various global locations www phb com ph p,spam
1227,submitting da project tmr rite,ham
1228,free entry weekly comp send word enter c www textcomp com cust care,spam
1229,jus ans lar u noe later,ham
1230,want send something sell fast lt gt k easy money,ham
1231,got things may pub later,ham
1232,finish meeting call,ham
1233,lol ok snatch purse,ham
1234,hello drivby quit edrunk sorry iff pthis makes senrd dnot dancce drum n basq ihave fun nhite x ros xxxxxxx,ham
1235,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,ham
1236,much getting,ham
1237,ur paper e morn aft tmr,ham
1238,dear relieved westonzoyland going plan end,ham
1239,hope great new semester wish best made greatness,ham
1240,oh yes speak txt u hmm u get email,ham
1241,want show world princess europe,ham
1242,nobody decide eat dad wants chinese,ham
1243,shoot docs waiting room,ham
1244,going dinner soon,ham
1245,hello site download songs urgent pls,ham
1246,know u mean king havin credit goin bed night night sweet sleep,ham
1247,horrible gal sch stuff come u got mc,ham
1248,hi hun im comin nite tell every im sorry hope u ava goodtime oli rang melnite ifink mite b sorted il explain everythin mon l rs x,ham
1249,call later network urgnt sms,ham
1250,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,ham
1251,please call immediately urgent message waiting,spam
1252,yeah like goes like friends imma flip shit like half hour,ham
1253,mum say wan go go shun bian watch da glass exhibition,ham
1254,plan pongal,ham
1255,wait till end march el nino gets oh,ham
1256,yet chikku going room nw bus,ham
1257,also cbe pay,ham
1258,honey boo missing u,ham
1259,sent jd customer service cum accounts executive ur mail id details contact us,ham
1260,yo parents gettin cash good news picked downstem,ham
1261,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy,ham
1262,hungry gay guys feeling hungry call p min stop texts call p min,spam
1263,ok wahala remember friend need,ham
1264,see half hour,ham
1265,im inperialmusic listening weirdest track ever leafcutter john sounds like insects molested someone plumbing remixed evil men acid,ham
1266,hey sorry didntgive ya bellearlier hunny,ham
1267,seriously tell exact words right,ham
1268,u get phone wan na chat set meet call u cum moro luv jane xx calls minmoremobsemspobox po wa,spam
1269,tee hee lecture cheery bye bye,ham
1270,sorry chikku cell got problem thts nt able reply u msg u,ham
1271,still havent collected dough pls let know go place sent get control number,ham
1272,ok,ham
1273,network operator service free c visit biz,spam
1274,let know contact settled room lets know ok,ham
1275,wot u u weirdo,ham
1276,lor,ham
1277,dont put phone silent mode ok,ham
1278,meet depends wan lor,ham
1279,waiting tv show start lor u leh still busy ur report,ham
1280,oh ho first time u use type words,ham
1281,one stalk profiles,ham
1282,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,ham
1283,yes thought thanks,ham
1284,drinkin ok,ham
1285,wondering others took,ham
1286,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,ham
1287,dog must always wait till end day word run time cell already,ham
1288,happy new year u,ham
1289,hey great deal farm tour pm pax deposit may,ham
1290,eat jap done oso aft ur lect wat got lect rite,ham
1291,hey babe saw came online second disappeared happened,ham
1292,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes,ham
1293,happy birthday may ur dreams come true,ham
1294,aiyah u ok already lar e nydc wheellock,ham
1295,tell said eat shit,ham
1296,sure driving reach destination soon,ham
1297,k much th fifty,ham
1298,daily text favour time,ham
1299,great hear settling well happenin wit ola,ham
1300,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,ham
1301,tot u reach liao said shirt,ham
1302,fran decided go n e way im completely broke knackered got bout c u mrw love janx p dads fone credit,ham
1303,cant pick phone right pls send message,ham
1304,right make appointment right,ham
1305,designation software developer may get chennai,ham
1306,enjoy jamster videosound gold club credits new videosounds logos musicnews get fun jamster co uk help call,spam
1307,get lions england tone reply lionm mono lionp poly go www ringtones co uk original n best tones gbp network operator rates apply,spam
1308,jokin oni lar busy wun disturb,ham
1309,ok careful text drive,ham
1310,always even spirit get bb soon trying sure need,ham
1311,u r much close heart u go away shattered plz stay,ham
1312,love u babe r u sure everything alrite idiot txt bak girlie,ham
1313,abt making pics bigger,ham
1314,got got colours lor one colour quite light n e darker lor actually done styling hair,ham
1315,whenevr ur sad whenevr ur gray remembr im listn watevr u wan na say jus walk wid little amp promise bring back ur smile,ham
1316,nothing ok anyway give treat,ham
1317,win newest harry potter order phoenix book reply harry answer questions chance first among readers,spam
1318,ok,ham
1319,correct work today,ham
1320,sent scream moan bed princess,ham
1321,wake long ago already dunno thing,ham
1322,oh getting even u u,ham
1323,thk shd ok said plus minus leave line paragraphs,ham
1324,call plz number shows coveragd area urgnt call vasai amp reach clock call plz,ham
1325,yeah jay sort fucking retard,ham
1326,sorry bathroom sup,ham
1327,ur balance ur next question sang uptown girl answer txt ur answer good luck,spam
1328,exam february wish great day,ham
1329,dont know come ask questions like dont mistake,ham
1330,aight rush ask jay,ham
1331,good morning plz call sir,ham
1332,ok lar u sleep early nite,ham
1333,oh icic k lor den meet day,ham
1334,oh half hour much longer syria canada eh wow must get much work done day us extra time grins,ham
1335,sometimes put walls around hearts safe getting hurt find cares enough break walls amp get closer goodnoon,ham
1336,sweet may may go u meet carlos gauge patty interest,ham
1337,buying today need c meh,ham
1338,aight sorry take ten years shower plan,ham
1339,every monday nxt week vl completing,ham
1340,might ax well im,ham
1341,chill another hrs could sleep pain surgical emergency see unfolds okay,ham
1342,yeah try scrounge something,ham
1343,crazy ar married like gd looking guys frens like say korean leona fave dun thk aft thinking mayb prob go,ham
1344,somewhere fredericksburg,ham
1345,que pases un buen tiempo something like,ham
1346,ok stay night xavier sleeping bag getting tired,ham
1347,doesnt need test,ham
1348,nothing much chillin home super bowl plan,ham
1349,free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pics c pocketbabe co uk wk,spam
1350,bugis oso near wat,ham
1351,yo theres class tmrw right,ham
1352,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world gnun sent via way sms com,ham
1353,goodnight sleep well da please take care pa please,ham
1354,baaaaabe misss youuuuu go teach class,ham
1355,convey regards,ham
1356,u ned convince tht possible witot hurting feeling main,ham
1357,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy,ham
1358,start sending blackberry torch nigeria find buyer like month tell dad buy bb anyone oh,ham
1359,lt gt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt mins whn u read,ham
1360,yo dude guess got arrested day,ham
1361,shuhui say change suntec steamboat u noe r u,ham
1362,dance river,ham
1363,yetunde sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger,ham
1364,hey really pretty late want go lesson first join reaching tp mrt,ham
1365,hot live fantasies call p per min ntt ltd po box croydon cr wb k,spam
1366,bbq sat mine ish ur welcome come,ham
1367,know thing wrong everyso often panicks starts goin bout bein good enough,ham
1368,alright good night,ham
