,text,target
6029,"hey,what r ü bringing to é beach on sat?How many sets of change ñ stuff?",ham
6030,Yup ok then...,ham
6031,Aiyo... Since u not goin den me n mich only oso no pt lor...,ham
6032,"Fri we going out for dinner, u ok w it?",ham
6033,"TFT screen only, TOSHIBA got good quaility, but u must get those not make by china and malaysia, u buying or 4 yuni?",ham
6034,m back...,ham
6035,"Me 26, male, msg my hp now",ham
6036,U wan den sign up la.... Ask ur fren lor...,ham
6037,m only halfway thru my lesson... Still long to gettin my licence...Thk my skills still can do la...,ham
6038,t wanna go crazy but everyboy needs his lady.,ham
6039,ll be able to make ü swoon! Haha!,ham
6040,"Tis news has been spread only tis mornin ma.. chicken cutlet sound nice., but dun appeal to me now.,thanks.. ;p enjoy it urself ü",ham
6041,Hey i think i wont be able to make it in time,ham
6042,yup,ham
6043,Hi niny care to intro mi snowman,ham
6044,"Hai,ranger!im 18,chinese.u intro plz?r u chinese?my hp num is 0165460953",ham
6045,s flat...,ham
6046,s time 2 wake up gd morning...,ham
6047,Go wher?!but i feel like goin to ür hse.haha- i haven c before ür dog.,ham
6048,K but which movie do ü wan to watch... How abt x men...,ham
6049,Yup... try and it over it soon... I was v sad that time too...,ham
6050,Later in da nite lor... I always cant dial in one... Muz no pple then can...,ham
6051,Okie then.. Cya!,ham
6052,Over at my place heavy....,ham
6053,Hey ü want to sign up for travel insurance? 70 i think.,ham
6054,sharis are u taking driving lessons at BBDC?,ham
6055,Why? Why? Now i wan to noe... Heehee...,ham
6056,Okay... Good... Anyway... I couldnt understand the stats tut... I miss my jc tutor!,ham
6057,Wombat and pink are... Jia yin i dunno...,ham
6058,Hav a good trip? Buy something back for me. :p,ham
6059,Kaiez... No prob...,ham
6060,Can ü zap ur ic in ur office...,ham
6061,Tmr we go and look at the suntec one? We meet at 430 at suntec ?,ham
6062,Hi JOY me 25 male chi hw abt u?,ham
6063,"Jus had my breakfast, not hungry yet.. i jus got e news that lect for today is cancel.. yeah! Ü dun need to go sch today. Haha",ham
6064,"I didnt download yet. Once i download i will send it to ü. Or ü try go ivle on the right hand corner, click on exam paper, the n it will show a list of modules",ham
6065,Well mark how abt an intro,ham
6066,"Orh ok but now ur friends coming, u wont b lonely anymore.",ham
6067,Sheesh sorry for e late reply.Tot sent it liao.Lucky got report function.,ham
6068,U reach oredi...,ham
6069,Ok... Later c how maybe i fetch ü..,ham
6070,"Deckie oso not in yet... Finally quit ur waiter job ah, muz b too tiring rite... Go job agency la, easier...",ham
6071,Hey you mind if joce comes along with us on our trip to aust ?,ham
6072,No lei... My first one is malay then dun let me pass... Da 2nd one chinese let me pass...,ham
6073,Wat did ü say...,ham
6074,What time is it?,ham
6075,Can we meet at 11.45 instead? Coz i haf something on at arts..,ham
6076,Where? wisma ? That one ah... Would a guy like that kind of thing,ham
6077,Ya... Working lah... Y ü sian? wat r ü gonna do?,ham
6078,Hm... Okay. I need to go collect my laptop. You call me when you are done?,ham
6079,No la... I can remember u leavin wed. Busy with the training lei... Sigh tmr i got fitness test. Lolx toot long neva run liao. I think i sure fail 1. :p,ham
6080,m still on my way... U nt rushin 4 time r u...,ham
6081,"No,no,no...u 1st k?intro plzZz..",ham
6082,Then buy 2 ar...,ham
6083,I still got some more at home wat i brought is 4 u.,ham
6084,Hey yun. I cant go for facial with you... late for tuition... So prob i will end late too... Sorry!,ham
6085,Hey gals... Tmr meet wat time... N where....,ham
6086,How is ur result ar..I heard out already..,ham
6087,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny,ham
6088,alice i miss u n still LOVE U.,ham
6089,"3) appointm-5-10. but Agent successfully went appointment-get abt 50for commission- duno if tat ubi one got anot. tis one,at least2hrs per day.betw7pm-10",ham
6090,Thanks for gift! I really like it.,ham
6091,Huh who? Where? When?,ham
6092,"good..So,we r meeting at 945 at raffles place mrt?i maybe a little late.Ü heard of hendrix?I am thinking of going there.We r just drinking,not dancing",ham
6093,Tats great!see ya in the morning..sweet dreams!,ham
6094,Wow... Good ah you dont be late,ham
6095,"See how lah, maybe she come back herself cos quite near.",ham
6096,Cannot cancel one leh!,ham
6097,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess,ham
6098,I reach in 15minHow,ham
6099,Yup... Pink says fujitsu coming next week leh.,ham
6100,"Hello,hows your exercise regime going? Last nite,I dreamt that ü called my hp,but i couldnt hear a word ü were saying because of poor reception. Weird dream...",ham
6101,Haiz... We lost 10 bucks playin jackpot...,ham
6102,ll call u ... Nitez...,ham
6103,Me want to take bath,ham
6104,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,ham
6105,Yup yup... Next bus stop,ham
6106,Oh ok... I tot i haf to meet ü at bishan...,ham
6107,At least he is coming dear... Better than no show right?,ham
6108,Yup ü r rite...,ham
6109,"I also a lot cannot solve leh.. I only try until qn six n stuck.. THen qn four also dunno how to do.. Tml i free... We go lab to to do , k? I free until 12.Ü?",ham
6110,>,ham
6111,"Today, if possible , i must have a copy of the invoice before i can send it for repair.",ham
6112,Huh... I was thkin of buyin juz now at crown la... Half price 80 la... Mambo watch v ex one wat... But decided nt to buy liao...,ham
6113,m at home...,ham
6114,coz i ask u 1st.datz y.,ham
6115,Ic... Yah got went for that lecture but was late... Heheh... See ü around huh... Take care... ü,ham
6116,sHi..Lag..Care to intro?,ham
6117,Why la?,ham
6118,m on qn 5 now. I go do e last one first then.,ham
6119,Hi roy. Tis is my num 93457612. Sms me at tis num k.,ham
6120,hi NINA,ham
6121,Ireena...im 23 gal.,ham
6122,"r u wrking rin?u 2 roy..,wrking?",ham
6123,Haha... Jus tryin to keep in touch lah... Ya still workin as surveyer but goin to quit at e end of e wk... Btw ür work affected by  SARS?,ham
6124,ll be my juniors haha,ham
6125,JAMES: How r u 2day R u keen in music n art I used 2B an artist What about u,ham
6126,Too early lar... Ü all meet first lor... Is ben going?,ham
6127,if u ask me the same qn .. i think i will give the same ans also ..,ham
6128,"m here 2 wish U NiteNite! Sweet dreams, cover blanket tight tight",ham
6129,Orr... Now i understand... Eh ü ask him can... My fingers tired liao... Then i ask him a lot qn liao... Later he thk i very fan...,ham
6130,"Oh,nvm.cos tin ey  all goin actors-e gay club tomorrow nite.but i got thing.nvm nex time èn go...joan duno joinin us on sat anot she hvn reply.fion confirm.",ham
6131,Yup i can go now...,ham
6132,"Haha, thanks babe, long time no see, when ü going to australia. Nah, i get to book out everyday so army life is great. Haha, yr birthday was yest is it?",ham
6133,Think uni course results out liao... Have you checked?,ham
6134,Me queueing up now lor... Ü all so early...,ham
6135,can u gimme an example?,ham
6136,can u gimme an example?,ham
6137,ll really take a long time ah? Oops.. Die liao.. I jus sat in e car for four hours! Butt already aching.. Hah..,ham
6138,vry nice meh? u r temptin me to switch on my tv.. wad time is e show endin? go slp soon k. im dozin off man..,ham
6139,Good! But xuhui going to watch tmr... Maybe can get wombat!,ham
6140,spk sn x.,ham
6141,hi to all. why so quiet.,ham
6142,i dun mind,ham
6143,Met xin at driving centre jus now she passed! Hee,ham
6144,"Thanx lor hor.Of all things...U know,u always take an avg of 10 mins to reply?",ham
6145,What school you in,ham
6146,Hi everybody!How r u guys and girls doin?,ham
6147,Millian lar...,ham
6148,No lo.. Work for whole week then sat rest. Sunday then go out lo..hehe.. Not like ü nv work one.. Hehe..,ham
6149,Okie ok nvm la.. Thanks anyway gal.. Cya!,ham
6150,ME 27/F/KL. U?,ham
6151,Where?,ham
6152,aiyo.. then how come i call u u dun wanna pick up? hehe..,ham
6153,Hey ü have to take qet? I have to leh.,ham
6154,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham
6155,"Where r u ? U went shoppin wout me... Anythin la, u like den buy, but u will wear meh...",ham
6156,s 6-12ph- ....,ham
6157,ok.....so what insights hav u gained?,ham
6158,Ey ya a cake...c how 1st...i let ü noe again mi sleepin le..paiseh hor...Nitez!,ham
6159,Nope... Cos my intention of retaking is to try for law. A b3 for last year is too risky. Hmmm... Job that starts in evening? Roughly wat ü have in mind?,ham
6160,K...where am i??,ham
6161,Huh... How come... U nvr feed water ah...,ham
6162,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham
6163,Dunno got things to buy a not... But my sis flying off today...,ham
6164,Cheryl wil u b my valentine? MK,ham
6165,Have an early sleep n sleep tight...,ham
6166,Okay... my next stop is novena... where is that? Behind the mrt ah?,ham
6167,Did some cleanin up... Damn shagged...,ham
6168,Going back to hotel rest,ham
6169,"Ya, v long nvr meet up liao... U la, e bz one...muz set one day b4 i go off...",ham
6170,Wat time will ü be there?,ham
6171,s friend..hee..r ü attached?y is he still bothering ü?dun mind me..but he is such a jerk!,ham
6172,Oh ya...Try not to b late hor... Cos i nd to go airport... Cya den...,ham
6173,Sounds better than my evening im just doing my costume. Im not sure what  time i finish tomorrow but i will txt you at the end.,ham
6174,T WORRY.,ham
6175,"s y... Okie, cya... Nitez...",ham
6176,re back,ham
6177,ll help ü c classified-evenin telemktg oso lo.try e tp one la.,ham
6178,Hey! do u fancy meetin me at 4 at cha - hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete,ham
6179,Eh... I dont go for bashes so you have fun there! Go and hook a guy back,ham
6180,I am Ellen 18 chinese from KL.U?,ham
6181,as i hav said.....i will let u know if u r being intrusive,ham
6182,hey what about world idol?,ham
6183,ll b there to fetch u 2.,ham
6184,hey where s you?whats you doin today?,ham
6185,No wad èn ü all can visit me or i visit ü.cos near nus wad.sorta haha-,ham
6186,m still waiting for wei yi...,ham
6187,Yup ok... Then aft ü check in ü will be leaving immediately?,ham
6188,You go in first,ham
6189,Hi tua have u had lunch-p,ham
6190,Joey: Ryan r u chi or ind ?,ham
6191,Itz okie reach liao tell mi we may b at cold storage...,ham
6192,m sleepy.bed time.u?,ham
6193,hey gal.. toni and guy got free haircut.. cos they launching sme new style.. u wan2 go?either tis wk or next..,ham
6194,s going... I dun wan b light bulb... Hee...,ham
6195,m from KL Ur tel no pls.,ham
6196,"Tina, leh intro..?",ham
6197,Yup... So now me haf 2 apply 4 another 1...,ham
6198,Oh abt ibm...Din wan it...But kena psychoed by alot of pple to choose quality over looks...Haha,ham
6199,I jus watch only.. its a repeat telecast anyway. wad u mean try to do? thn got do anot?,ham
6200,s rm later,ham
6201,"Hmmm... Ok lor, thurs rest... Fri can go kickboxin though...",ham
6202,Of course...,ham
6203,Hee...welcome!enjoy ür dae den!,ham
6204,ll be bringing my laptop to school tml oso do project so can do wif ü all lor...,ham
6205,Can u sms my hp 0168596707 now,ham
6206,m on 51 and i need to get to the ymca at ps. Do you know where i should stop?,ham
6207,Hi there.,ham
6208,Do u wana go lect together later?,ham
6209,s not going for lect...,ham
6210,Never mind lah.. I try to find things to do..,ham
6211,"Thk medical report no nd la, cos we r havin check-Up in sch...I only mailed e matriculation form lor...",ham
6212,Is your course hard?Difficult to study?Hows your exam result...,ham
6213,Ms gelek.. Did i rem correctly dat we going to do our hair tmr? Hee,ham
6214,Ok reach home liao. Gd nite n sleep early.,ham
6215,Yeh. The comin mon? Wana makan where?eatin ex food or cheap ñ good food.,ham
6216,Anything me going bugis temple now u fix e time n place i anywhere also can.,ham
6217,We inside liao. U takd ur temp already?,ham
6218,"hi esther here , 17yrs old , frm iph ! Where r u frm ? Can u pls sms at 016 5419814",ham
6219,Häha... I wanted to take ùr watch... B grateful i din... Hee...,ham
6220,Huh... Got lk tt one.... Strange... Read classified ads lor...,ham
6221,Ok! Ü,ham
6222,"SMU oso close ah? haiz... better dun affect us. faster exam, faster holiday.. ü",ham
6223,GELEK!!! arghh!!! I trusted u!! So i din ask my fren to back up! Haiz fated lah...nvm lah...settle with u when i get back ah! Haha cya! =P,ham
6224,m on my way liao... Hopefully wont b late...,ham
6225,m not crazy abt e bmi thingy ok.Sheesh i juz missed e designated meal hours.,ham
6226,Ya la... Den u muz come out w him lor...,ham
6227,"m at e left side today , 2nd last row...",ham
6228,"U can brin him to e paya lebar one, near e mrt, we always pass by one rem tt old clinic...",ham
6229,Hi mike intro pls...my num is 98530912,ham
6230,Hah why lah? Wat happen.,ham
6231,Both of u twins ah... Muz stick together one...,ham
6232,"I thk muz b him lor... Cos he thks tt i change no liao... Oh oh, den did u tell him i din change my no?",ham
6233,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANY,ham
6234,"s e test date... Thurs ah, might have to go temple,not sure yet, y?",ham
6235,"Got la... Bought 1 mambo shirt 4 u... But same design as mine, only diff colour... U wan any shorts or wat...",ham
6236,"That will be great. Im promising myself this so that i will lose weight and tone up a bit properly asap. Haha... Ok, rest early, good nite!",ham
6237,Hey tok to u some other day... Thanx 4 e drink too... V nice...,ham
6238,Without me inside right... You look at the big heart in front of the door... So sweet! Haha... You see whether got cute guys? All mei nu right,ham
6239,Hey can help save seats? 3 . We are still waiting for the bus,ham
6240,Im home. Ü,ham
6241,Oh no! Haiyoh... You very blur leh....,ham
6242,wtc? Ü going? v far leh...,ham
6243,"Hi Yijue, sorry for this late reply, i was with client. Tonight i might not be able to go, my appt at 530 was postponed to 8. sorry for that, you have fun ok?",ham
6244,Thanks ranger. U hv brighten up my day! Thx.,ham
6245,race 10-2 Thunder on B75 ran first 1-10-8. to day run back B75 weight 58.5 but can claim 3 ib apprentice.,ham
6246,"Ask daddy brin e facial wash as sample, tt one finish liao...",ham
6247,Now u makin me more curious... Tell me pls...,ham
6248,I put in e car den i go la.. U meet me first lor...,ham
6249,ur name? ur real name JORDAN?,ham
6250,I eat just now already. But i noe i got to leave some in my stomach for u all.,ham
6251,I trap on e bus n turning ice soon. U decide what 2 buy 4 him already?,ham
6252,Hi Noel care to intro,ham
6253,Yup i msg her but she din reply... leona lei...,ham
6254,Huh! When? Where?,ham
6255,Halo anyone out there,ham
6256,Next week gotta sailing on wed n thurs...What u girls doing now? Exchanging info on which is e hottest guy huh..,ham
6257,"Went to excerise today lor... Den ate a lot, so equal out liao... Haha, wat abt u den...",ham
6258,èn ü wkday wk til wad time?,ham
6259,Ü try lor if nice to wear then buy lor... Wah ü all so fast go shopping oredi... Wat ü all doing now...,ham
6260,the lecturer like havent finish teaching lor how to do.,ham
6261,Tmr mango got sale. I mus go c c. But is it storewide?,ham
6262,ll b late too...,ham
6263,"Wow, so popular ah... So busy today, haha... Ü going sci fac rite? The sci camp pple going to party at embassy tonight...",ham
6264,Where is e place ah? Not at heeren? Okie then.. Cya!,ham
6265,I dun mind... But she still can get tics meh...,ham
6266,Daddy will reached MCDonald TOKYO at 9:40pm,ham
6267,hello pple tomorrow lets meet at take outside Cartier at seven pm. See u tomorrow call us if anyone is going to be late. Elaine,ham
6268,Hey we are at coffee club wisma. Come find us,ham
6269,Hello -/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite ros,ham
6270,"I was busy preparing for the coming audit check on our accounts. Yesterday on duty, din go out entire wk, so now im hanging out alone at novena.  :)",ham
6271,hi care to chat,ham
6272,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham
6273,Hehehe...Ter juz come sit beside me.Wanna say hi?,ham
6274,Stop it always make fun of me. U go call him lar then got car hee... My sis going home 4 dinner. So wat then we meet 4 dinner lor.,ham
6275,My fren signing up for da limited one... Then me how...,ham
6276,What r ü working as rin,ham
6277,s 4 ur trip one wat...,ham
6278,hi every one! intro pls.,ham
6279,"Den u sign e limited one lor... U so lazy, as if will go everyday...so got discount anot..",ham
6280,Ü dun come down so early i might b a little late...,ham
6281,s a specific day. I will call ü again.,ham
6282,s called general electives -quite xtra one.but only can take one subject durin holi.èn got limited choices.,ham
6283,"t rem.,gota register le lei.",ham
6284,"Hi, can we make it next week? So sorry ya know...",ham
6285,"m 17 yrs old , frm iph female ! Pls sms at 016 5419814 . Wanna chat ?",ham
6286,"internship is a better choice isnt it? but which ever u choose, u hav my support! :)",ham
6287,Hey gals.. Wanna go out tmr? Coz i jus got home..tmr no class n i start late on thur..hee,ham
6288,Hmmm.... I c how lor... Tmr den confirm again w u k...,ham
6289,Ok ok... Tmr ü free ? Coz wa and pink meeting up,ham
6290,<,ham
6291,Ok...I mean its not that i hav anything to hide u know...Anyway all my friends think e same of me...Dunno y u can pick all e weird things abt me.,ham
6292,J . Law n O which was name in use in GS stable in 1972.  the owner had passed away.  31 yrs. His son spent 140k to purchase is a sovereign for his father.,ham
6293,U come to fatch me or i go myself.,ham
6294,Huh... Eh you must hand in by 24th! Our matriculation on 29th leh!,ham
6295,Ooops.... Sorry you didnt bring along ah... Sorry..........,ham
6296,Ard 8,ham
6297,Hey what time ü going tmr? Go earlier... Then no need to queue so long?,ham
6298,m still at novena station. hope can reach. I nvr late before. =(,ham
6299,"Hmmm... Waitress or somethin, lk work in cafe... Telemarketin oso can lor...",ham
6300,ll b takin sia lor... 11 rite...,ham
6301,I ended my relationship liao.... SOB SOB,ham
6302,Ü all going for coffee or anything aft dinner...,ham
6303,m still in sydney lor... But will b goin mel on thurs...,ham
6304,r ü coming?,ham
6305,m fine... Shoppin now at heeren...,ham
6306,Wat is da plan for tmr? Wat r we doing?,ham
6307,7.35 behind,ham
6308,Hi JOE hows ur day?,ham
6309,Can i pass u cash instead?,ham
6310,t b attendin so do take down notes 4 me... Thks...,ham
6311,Ya lah which class u fr,ham
6312,t get anything for dinner ok?,ham
6313,Pay money to lose weight? Why?,ham
6314,Hey gals... Meet at 615 orchard mrt k... N ur wana watch johnny english anot...,ham
6315,Ya rite... i gay huh.. haha.. also nv intro pretty gals.. still dare to say..,ham
6316,Me?Of im single n avail...hehe,ham
6317,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
6318,1711  $3 Big $2 Small,ham
6319,Think shuhui going sch ard 4plus 5. If u wan a ride from her u go settle w her.,ham
6320,Hey the ticketing queue damn long. Call me when you reach.,ham
6321,Halo Ireena pls intro,ham
6322,why dun u give me ur no. 1st... hehe...,ham
6323,"Aiya, later i not so early...",ham
6324,HI JOE. CARE 2 INTRO,ham
6325,I might be going... U?,ham
6326,Mi 20 can give mi ur hp number,ham
6327,But today is sunday lei...Y not tmr?,ham
6328,s ok if ü not free lah. Meet up sometime soon? Ü,ham
6329,Yup i noe... Dad told me liao...,ham
6330,Wat r ü doing? Where r ü?,ham
6331,Huh? Why not... Your that fren lor. Haha,ham
6332,wel gal im in gamma nt long,ham
6333,"3+1? got 4 meh?thn can concentrate anot? yah, waitin for lesson to start. tut room vry cold, so come outside to msg u.",ham
6334,Why u wan 2 come. I at lib now.,ham
6335,Ya i also dun like dat one...So flat...Haha u go popular check lor...Shun bian help me check...,ham
6336,Hey ppl...Thx 4 coming! Thou no time to entertain u all but hope u all stil enjoy it.,ham
6337,Haha how u know? Thought it jus send 2 sms t all.,ham
6338,s bday ... staying home to eat cake,ham
6339,I havin tea break with my lao ban.Kao...U got no fighting power one u know.Juz take the insult not even resisting.Haiyah...So sad.I want to watch that show lor.,ham
6340,doctors did their best in the difficult surgery for Ladan n Laleh 3days spent 500k. with my E-saw separated by me only take 5 min same result.,ham
6341,Haha... As long as e person who likes her dun mind can liao lor... K lor... Den thurs meet... Eh so where u workin now...,ham
6342,A gal...Go out wif guy my bf will kill me...Höhò.,ham
6343,We v bored. Can go ur house?,ham
6344,ve been staring at my phone for an age deciding whether to text or not.,ham
6345,Then buy 2 days ar...,ham
6346,Will u attend calulus lec tmr?,ham
6347,Me should be able 2 make it on sat. Go Delphfi lor. U bk liao then tell me e time.,ham
6348,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,ham
6349,m lookin 4 a job...,ham
6350,I ah guan ... Wahahaha .. I a male lahz,ham
6351,Hey can i take e sentosa bus frm tiong bahru?,ham
6352,Hey yun.... I took my own sweet time. Then it was so late already so decided not to go for tut. Haha. You wanna come by later? Will see you in the lib at 11 !,ham
6353,How early is dat? U gimme a time.,ham
6354,s in front o me now e butch is cute mah so when i see i remember mah...,ham
6355,Alone u? U reach call me lor. I going 2 try.,ham
6356,t make it tomorrow.but can i stil go?,ham
6357,"ll still b workin tt wk lor... Haha, no fate...",ham
6358,Touch rugby match lor... Frm 130 to like 4 lor... Haiz... I wanna go leh,ham
6359,kohzhenchang@hotmail.com,ham
6360,m very bored at home... Ü all got anything interesting to do... Haf ü all found a job...,ham
6361,s break...,ham
6362,Hello all any one working?,ham
6363,Eh... Fri i got lect from 10 to 12 ñ lab from 2 to 4. Any time in btw or before can? Haha... Sorrie...,ham
6364,Ok! I.d have finished exams by then.. See ya! You all finish exams already ar?,ham
6365,O..lk dat?dan 4gt it.remain as it is nw...,ham
6366,I was juz joking on the earlier sms when i said thinking of ü......  hope ü dun get pissed....  Hee. Cos i realised its kind of irritating to get such msg...,ham
6367,Or next time your fren can talk to my bro via icq lor,ham
6368,Of cuz la... Hee. Den its us again...I miss u!,ham
6369,Dunno. Cannot book in adv. So we have to come back then book the test.,ham
6370,Aiyo...Pirated lah...Or download...,ham
6371,m comin home now...,ham
6372,"Hey sorry I didnt give ya a a bell earlier hunny, just been in bed but mite go 2 the pub l8tr if u wana mt up? loads a luv Jen.",ham
6373,Hey you free period now? Or having lessons,ham
6374,m goin 4 lect now until 2 leh... Thk cant...,ham
6375,Happy birthday ! Wish u happiness always,ham
6376,TAZZ can intro pls?,ham
6377,Nope... I got no more lesson until 22nd. Ü wait online... Can get empty slot,ham
6378,"Yun ah,ü fri til wad time?",ham
6379,I did some changes too. Anyway see ya on Sunday!,ham
6380,Wah... like tat hw to meet u? hw lng u going?My dear gers...We mit 4.45 at toa payoh mrt station den buy thgs before going down tan. Pagar 4 dinner at 6.30...Alrite wif everyone?,ham
6381,hav u done e 4221 assignment? How 2 deal w MVD in bernsteins algo?,ham
6382,"Haha,Only he can make u guai... Den u hit him back la, so simple...",ham
6383,"Poor thing, tonite must sleep in my living room.. Haiz..",ham
6384,Hey dunno leh... Maybe we go chinatown maybe we go watch brother bear,ham
6385,re ü sitting?,ham
6386,"Hey i eat dinner w u k... But i juz reach home, so will take some time to come out... Where u wana eat...",ham
6387,please ! 10pm channel 5,ham
6388,Ok will try it... Wait till i can dial in to school 1st... Ur phone is powerful can break up messages...,ham
6389,E owner is klw? I dun haf yellow pages at home.,ham
6390,Angel where u frm?,ham
6391,Hmmmm......what if u got it wrong?,ham
6392,Hmmm... Eg like is it more on hardware or software... Do u require any com knowledge b4hand? Any qn eg. A person like u will wan to find out if u studyin it...,ham
6393,"Joey: Gd morning,anybody there.",ham
6394,Hah i having second doubt. I was thinking i like e way they cut ur top n fringe ry thought of trying. Now i not sure liao.,ham
6395,How much is da abalone? Got dried one oso?,ham
6396,Wat time ü going down tmr...,ham
6397,Dad said 5...,ham
6398,I thot all did?,ham
6399,Yup yup n other stuff too lah i think.. Hee gelak u r e first to reply me! Haha,ham
6400,Wat ü having for dinner...,ham
6401,Aiya...Where r u?,ham
6402,Oh... No... No bbq today!,ham
6403,Are you ready?,ham
6404,"Hey... E rag day over oredi huh, saw a lot of pple packin up...",ham
6405,Shuhui ask where u all wan 2 meet.,ham
6406,We r at starbucks... Not macdonalds...,ham
6407,Huh... Shall i join u?,ham
6408,ll b super late...,ham
6409,"Good mornin :) my afternoon lect is cancel, so im goin at 2. thn wad r ü doin now? break til 2 pm ah?",ham
6410,"U in melbourne got c da kind of sports bra dat i wanted fr nike? If got n cheaper, then buy 4 me can?",ham
6411,Haha... Of coz must bao yang.,ham
6412,Leona not going...,ham
6413,No nd la...,ham
6414,Okie..nvm.. U dun miss me too much k.. Cya when i get back! Dun lose too much wt k! Wait for me! Haha,ham
6415,Dun tell em i go out early to buy stuff again ah... Later they say i spend money again... If ask den say i go eat lunch k...,ham
6416,"delay til... Late july or august.btw,ü goin to any camp?",ham
6417,630. Today ah! Later on... Dont be late... And dont gelek,ham
6418,s permitted in exams leh...U can check wif é seller 1st,ham
6419,Me 2 male! No gals around?,ham
6420,Hey so your sis going to cut? I  think i might want to cut.,ham
6421,"them maybe ü leave earlier?go lar..go with me,pls..?li en wun go.weiyi wun go if ü dun go,i guess..",ham
6422,Cos my sis told me her class end late so i going to get e car from her.,ham
6423,A lil bit n also feelin a lil sour...But now i can escape to canteen already.U watchin tv again ah?Chinese serial?Later become potato.Then i can play bmi also.,ham
6424,"PRINCESS,HI",ham
6425,"ll do gem tis sem oso, i got not enuff modules...",ham
6426,hey sorry i lost my phone.. You are ?,ham
6427,s aft u?Tell me...Report..,ham
6428,yoz wat time are we meeting tomolo???,ham
6429,Cindy:Hey we meeting tis sat at wtc at 12 den go sentosa...Sharis: Pls reply asap to me whether u goin anot k...,ham
6430,Later ard 3 den pick me up ok...,ham
6431,M SIAK KEW. GO back home. or wait for u.,ham
6432,Haha..Like that also can ar..Haha..U want to exchange xmas present with me ma..Hehe..,ham
6433,I wait for xyan den go pick u k.,ham
6434,Naughty girl,ham
6435,Thank god they are in bed!,ham
6436,"Buy for me 4D please, 7485 6852 both 5 big 5 small.",ham
6437,Today MUST! buy Toto,ham
6438,Hiya... U skip e nxt half la.... Wat time e centre closes?,ham
6439,Why? Me anything. When u going sch again?,ham
6440,any swimwear?One set to wear to sleep after bbq ñ one for é next morning rite?,ham
6441,THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham
6442,ll u know if further details made known to me...,ham
6443,Wat do you have in mind dear?,ham
6444,I just did facial... GOing home for dinner and lao yu sheng.,ham
6445,Is it!?,ham
6446,Ind m 31,ham
6447,With u?Neh.He..He..,ham
6448,You eat first,ham
6449,",)",ham
6450,m free next tues wed n fri...,ham
6451,.... I see.... Wow good can go out enjoy .... Me work sad.....,ham
6452,Im not .. hehe ..,ham
6453,Can she leave it somewhere for us to collect ah... okay. Mon i will be school...,ham
6454,s ur bf now...,ham
6455,ur wanna eat supper?,ham
6456,Yup yup msg u again later watching movie now hee,ham
6457,m in melbourne now lor... U haven go ns ah...,ham
6458,Where is it ah? Hee,ham
6459,haPPIe 20Th biRTHDAy. hOpe u haVIn a WoNdeRfUl TiMe juZ waNNA saY goD muZ have spENT a littLE morE timE on cREatiN u.. =5,ham
6460,"Wait, traffic jam",ham
6461,s impulsive lo...Wanna rebond her hair again...Nv tink of e hou guo.Cant wash hair 4 2 days lei...Nv spare a thöt 4 ppl workg wifher,ham
6462,Angel: noel r u still study.,ham
6463,Ok. Wat u busy w?,ham
6464,s in heeren spinelli now... In front o me! Btw li en says hi,ham
6465,I told ü dun need to go so early rite... Dun believe me... Read ur newspaper lar...,ham
6466,Okie... Other day lor...,ham
6467,"Hi rain.nice 2 koe u 2! Im 25 boy.wat r u working as?can i koe ur number,so i could chat n sms 2 u direct?",ham
6468,"Win liao, say i on diet cannot eat ah...",ham
6469,Orh.. U nv spell short cut ar.. Hehe. Then thanks...,ham
6470,Hey gals.. I need to go funan it mall to look for my charger n take a look at the laptops.. Wanna come along? If u all wan..meet at cityhall mrt at 1 k?,ham
6471,"Yah loh... And im still thinking of who to ask out....  Ok, hope you have a lovely day ahead. Good nite!",ham
6472,SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham
6473,"Who u tokin abt... Mill haven, daddy dunno...",ham
6474,Want me to accompany u?,ham
6475,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXX LOVE U LOCA,ham
6476,Any one wanna chat?,ham
6477,Erm..Friday free ma..Want to meet for dinner ma..Hehe...,ham
6478,Yes.... So u just let me know when u want it.... K.... So r u going to bring more friends?,ham
